tip	date	distance	residual
O_041_KJ831746_Brazil_1994	1994.0	0.19364171656724669	0.0018282541305019995
O_040_KJ831745_Brazil_1994	1994.0	0.1936347165672467	0.0018212541305020202
O_036_KJ831736_Brazil_1994	1994.0	0.19513071656724665	0.003317254130501962
O_037_KJ831742_Brazil_1994	1994.0	0.19211371656724682	3.002541305021367E-4
O_042_KJ831747_Brazil_1994	1994.0	0.19211371656724682	3.002541305021367E-4
O_039_KJ831744_Brazil_1994	1994.0	0.19061571656724666	-0.0011977458694980292
O_001_AJ004645_Venezuela_1951	1951.0	0.09762671656724678	0.07490680961457877
O_005_AY593821_Argentina_1967	1967.0	0.12264171656724679	0.0370032773414343
O_066_HQ695737_Bolivia_2000	2000.0	0.1867247165672468	-0.028683195471927075
O_166_HQ695746_Bolivia_2007	2007.0	0.26853771656724673	0.02560294665857127
O_078_HQ695741_Bolivia_2001	2001.0	0.1885917165672468	-0.030748603738998598
O_080_HQ695742_Bolivia_2002	2002.0	0.1943887165672468	-0.02888401200607013
O_081_HQ695743_Bolivia_2002	2002.0	0.1866727165672468	-0.03660001200607013
O_082_HQ695744_Bolivia_2002	2002.0	0.1866727165672468	-0.03660001200607013
O_009_AJ308706_Argentina_1983	1983.0	0.18928971656724677	0.04073274506828892
O_127_DQ834714_Brazil_2005	2005.0	0.22086171656724676	-0.01420823680728564
O_128_DQ834715_Brazil_2005	2005.0	0.22086871656724674	-0.014201236807285661
O_132_DQ834719_Brazil_2005	2005.0	0.22087771656724672	-0.01419223680728568
O_134_DQ834721_Brazil_2005	2005.0	0.2208847165672467	-0.0141852368072857
O_138_DQ834725_Brazil_2005	2005.0	0.2208927165672467	-0.014177236807285692
O_135_DQ834722_Brazil_2005	2005.0	0.2238597165672467	-0.011210236807285695
O_136_DQ834723_Brazil_2005	2005.0	0.22386571656724671	-0.011204236807285689
O_133_DQ834720_Brazil_2005	2005.0	0.2253477165672467	-0.009722236807285706
O_129_DQ834716_Brazil_2005	2005.0	0.22090671656724672	-0.014163236807285678
O_137_DQ834724_Brazil_2005	2005.0	0.22238171656724673	-0.012688236807285674
O_139_DQ834726_Brazil_2005	2005.0	0.22238171656724673	-0.012688236807285674
O_130_DQ834717_Brazil_2005	2005.0	0.2209197165672467	-0.014150236807285693
O_131_DQ834718_Brazil_2005	2005.0	0.22238971656724674	-0.012680236807285666
O_063_DQ834706_Brazil_2000	2000.0	0.21672071656724676	0.0013128045280728917
O_076_HQ695739_Bolivia_2001	2001.0	0.21474571656724675	-0.004594603738998643
O_075_DQ834709_Bolivia_2001	2001.0	0.2207837165672468	0.0014433962610014006
O_077_HQ695740_Bolivia_2001	2001.0	0.2177627165672468	-0.0015776037389985953
O_067_HQ695738_Bolivia_2000	2000.0	0.21172171656724678	-0.003686195471927084
O_065_DQ834708_Bolivia_2000	2000.0	0.21787171656724677	0.002463804528072905
O_161_DQ834727_Argentina_2006	2006.0	0.23325871656724675	-0.005743645074357179
O_089_DQ834711_Paraguay_2003	2003.0	0.22112871656724672	-0.0060764202731417305
O_092_HQ695745_Bolivia_2003	2003.0	0.21970871656724675	-0.007496420273141707
O_090_DQ834712_Bolivia_2003	2003.0	0.21971871656724676	-0.007486420273141697
O_091_DQ834713_Bolivia_2003	2003.0	0.21971871656724676	-0.007486420273141697
O_059_AM180028_Argentina_2000	2000.0	0.22637971656724673	0.010971804528072865
O_062_DQ834705_Argentina_2000	2000.0	0.2264987165672467	0.011090804528072845
O_073_KJ831738_Argentina_2000	2000.0	0.22650671656724672	0.011098804528072853
O_056_AM180025_Argentina_2000	2000.0	0.22953071656724675	0.01412280452807288
O_057_AM180026_Argentina_2000	2000.0	0.22651071656724672	0.011102804528072857
O_061_AM180030_Argentina_2000	2000.0	0.22651471656724673	0.011106804528072861
O_074_KJ831739_Argentina_2000	2000.0	0.2250297165672467	0.009621804528072847
O_058_AM180027_Argentina_2000	2000.0	0.22501871656724673	0.009610804528072864
O_087_KJ831728_Paraguay_2002	2002.0	0.23510571656724674	0.011832987993929817
O_088_KJ831729_Paraguay_2002	2002.0	0.23661771656724676	0.01334498799392983
O_079_DQ834710_Paraguay_2002	2002.0	0.23962271656724674	0.01634998799392981
O_064_DQ834707_Uruguay_2000	2000.0	0.23575871656724676	0.02035080452807289
O_060_AM180029_Argentina_2000	2000.0	0.2355487165672467	0.020140804528072848
O_007_AY593827_Venezuela_1971	1971.0	0.13797228343275328	0.03660421113865467
O_011_AJ308708_Argentina_1992	1992.0	0.18608628343275327	0.0021376375301516426
O_070_HQ695777_Colombia_2000	2000.0	0.20408828343275323	-0.011319628606420634
O_047_HQ695767_Colombia_1995	1995.0	0.18291128343275323	-0.012834587271062986
O_049_HQ695769_Colombia_1995	1995.0	0.18291128343275323	-0.012834587271062986
O_048_HQ695768_Colombia_1995	1995.0	0.18291128343275323	-0.012834587271062986
O_017_HQ695747_Colombia_1994	1994.0	0.19760528343275321	0.005791820996008529
O_020_HQ695750_Colombia_1994	1994.0	0.19759528343275315	0.005781820996008463
O_022_HQ695752_Colombia_1994	1994.0	0.19609728343275315	0.004283820996008464
O_018_HQ695748_Colombia_1994	1994.0	0.19761728343275317	0.005803820996008485
O_019_HQ695749_Colombia_1994	1994.0	0.19611328343275322	0.004299820996008535
O_021_HQ695751_Colombia_1994	1994.0	0.2006662834327532	0.00885282099600851
